datetime,chamber,campaign,leaf,light,Month,temp,leaflight,id,licor,Obs,FTime,O2,EBal.,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci.Ca,RHsfc,C2sfc,xsi,DELTA,CO2Rdry,CO2Sdry,gm_bar,delta_i,delta_gm,delta_e,delta_f
2013-10-26 11:57:00,ch01,1,sun,high,Oct,ambient,sun-high,1-ch01-sun-high,H4,30,10646,21,0,10.5082298,0.073061489,136.4481836,1.190658813,1.665029435,23.24264908,6,1.420000017,1,2.840000033,19.30785751,23.24264908,17.56133461,400.4829407,378.5022888,9.411063194,11.77109909,42.55102921,53.2216568,299.1420898,1075.033691,9.662643433,101.6363297,0.654617548,0.164705306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.49857015,0.001190659,296.3926491,292.4578575,172.0053868,0.905135051,2.861400743,28.1533262,16.38222711,21.2752533,2.538465394,0.071229059,1.196371308,1.342094086,0.044679246,13.86809257,0.360495003,42.1145922,373.5071796,18.71784994,9.450021191,404.287718,383.0107462,0.225806032,13.06815247,2.845935749,0.099125842,1.615750498
2013-10-26 11:59:00,ch01,1,sun,high,Oct,ambient,sun-high,1-ch01-sun-high,H4,31,10726.5,21,0,10.67817562,0.074719228,137.5666708,1.222587906,1.672417732,23.31034279,6,1.420000017,1,2.840000033,19.34049225,23.31034279,17.58908463,400.6269836,378.2793579,9.391288757,11.81476688,42.3718071,53.30610657,299.1097717,1074.228271,9.732394218,101.6275864,0.654617548,0.164705306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498516286,0.001222588,296.4603428,292.4904922,171.8765196,0.881958185,2.873123974,28.27110312,16.45633624,21.32541752,2.546285015,0.072803791,1.200706242,1.345578773,0.045670668,13.98056872,0.363664228,42.1231397,373.2034646,18.38124358,8.968815081,404.4250561,382.8020752,0.19712059,13.13681059,3.313200882,0.09874541,1.615368309
2013-12-09 09:39:00,ch01,2,shade,low,Dec,ambient,shade-low,2-ch01-shade-low,H4,7,3773,21,0,11.98950984,0.1270605,213.6238496,1.260902267,1.016255959,23.90903854,6,1.420000017,1,2.840000033,24.10756874,23.90903854,24.0525589,400.1547546,375.2385559,17.05606651,19.52772331,56.86106491,65.10101318,300.1095581,325.6642456,155.819519,100.4926605,-0.146133423,-0.041882515,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500182597,0.001260902,297.0590385,297.2575687,52.10627813,-0.014886147,2.978648828,29.64046143,10.11273812,24.00830364,2.996468697,0.1216193,1.96239287,1.034075827,0.076482884,21.467629,0.569301438,66.51996488,369.5393171,16.27243956,13.88352557,407.0982494,382.7120509,0.231432251,17.78352708,3.17415516,0.186053882,1.600680771
2013-12-09 10:26:00,ch01,2,sun,high,Dec,ambient,sun-high,2-ch01-sun-high,H4,15,6572,21,0,17.40381921,0.173227418,188.6356607,1.997108286,1.198410178,24.26827621,6,1.420000017,1,2.840000033,21.46822929,24.26827621,19.86077309,399.3851013,363.1348267,14.45501328,18.37499237,56.5094223,71.83392334,300.0645752,949.7423096,352.91922,100.4174957,0.551315308,0.002163887,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500107625,0.001997108,297.4182762,294.6182293,151.9587661,0.386451403,3.043580896,30.30926906,11.93427669,22.86825275,2.797315181,0.163268748,1.845170718,0.952144463,0.102893282,18.94232066,0.519464526,61.9627144,354.8618845,10.76225913,9.200561332,405.2428927,369.9323304,0.190055478,16.2735456,5.6756074,0.112383153,1.60849714
2014-01-28 11:42:00,ch01,3,shade,high,Jan,ambient,shade-high,3-ch01-shade-high,H2,24,7343.5,21,0,20.90673202,0.323170991,254.7815095,4.040917005,1.378123463,26.02764893,6,1.420000017,1,2.840000033,23.71224785,26.02764893,22.26212883,420.0283508,375.2915955,11.78928471,19.69257736,40.70961761,68.00050354,300.7359924,1698.928467,233.7579498,101.6453781,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501226654,0.004040917,299.1776489,296.8622478,271.8285486,0.795177302,3.379782935,33.25072913,13.55815176,24.86994839,3.155107135,0.290153652,2.001659472,1.153447664,0.184049064,25.89736287,0.678889462,62.39493119,365.3535363,9.564480552,11.44536167,425.0392596,382.830515,0.188374633,19.6841929,6.504240398,0.130678898,1.533433104
2014-01-28 11:45:00,ch01,3,shade,high,Jan,ambient,shade-high,3-ch01-shade-high,H2,26,7504.5,21,0,20.93189493,0.330256114,256.9801702,4.041124513,1.35169449,25.9098835,6,1.420000017,1,2.840000033,23.63383484,25.9098835,22.27518082,420.0774231,375.292511,11.81989765,19.72296143,41.00574112,68.42315674,300.750824,1698.828247,236.8682098,101.6385193,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501251373,0.004041125,299.0598835,296.7838348,271.8125135,0.800621898,3.356307085,33.02199903,13.2990376,24.77185917,3.136685217,0.295852238,2.004612595,1.132072622,0.187718721,26.11908398,0.684746332,62.94489873,365.3424906,9.40725278,11.62844279,425.1020863,382.8433149,0.189939801,19.80581178,6.456034827,0.131782925,1.532589805
2014-01-28 11:46:00,ch01,3,shade,high,Jan,ambient,shade-high,3-ch01-shade-high,H2,27,7585,21,0,20.91908281,0.333386091,258.0181912,4.052197522,1.343962445,25.88894653,6,1.420000017,1,2.840000033,23.62276459,25.88894653,22.27613831,420.0539856,375.2821655,11.83351135,19.7586956,41.07915878,68.5908432,300.7221985,1698.619263,242.5224457,101.6355515,-0.268632412,0.06363599,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501203664,0.004052198,299.0389465,296.7727646,271.779076,0.79585065,3.352148369,32.98204537,13.22334976,24.75585556,3.133688552,0.298361583,2.008185924,1.125502628,0.189335318,26.22382115,0.687531183,63.14761959,365.3382354,9.342943708,11.59277456,425.0842246,382.8467172,0.187514994,19.866422,6.535490676,0.132478995,1.532481489
2014-01-28 11:12:00,ch01,3,shade,low,Jan,ambient,shade-low,3-ch01-shade-low,H2,15,5571.5,21,0,12.37760502,0.207665834,285.8560113,2.176641951,1.111792671,26.03130722,6,1.420000017,1,2.840000033,25.81824875,26.03130722,25.20382309,419.6448669,393.2433472,18.06914711,22.31474113,55.03293228,67.96367645,300.7453003,274.2704468,168.188385,101.6691971,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.501242167,0.002176642,299.1813072,298.9682487,43.8832705,-0.645499423,3.380514485,33.25013457,10.93539344,25.92477798,3.359268324,0.193515628,2.268721814,1.09054651,0.122143668,29.06275115,0.726918874,68.47692773,387.3596265,16.60523334,18.04984221,427.3670245,402.2187546,0.257882254,21.50013437,2.779814036,0.245976777,1.528474111
2014-01-28 11:15:00,ch01,3,shade,low,Jan,ambient,shade-low,3-ch01-shade-low,H2,17,5732.5,21,0,12.37664252,0.212911743,288.1046535,2.227347965,1.111303493,26.13495255,6,1.420000017,1,2.840000033,25.85119057,26.13495255,25.20577812,419.588623,393.1511841,18.18127441,22.52458763,55.26496506,68.46717834,300.7627258,274.1429138,180.3267517,101.6664352,-0.796861172,-0.062891796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50127121,0.002227348,299.2849525,299.0011906,43.86286523,-0.681767224,3.401298023,33.45546654,10.93087891,25.99307156,3.372875312,0.198063162,2.28999453,1.082880782,0.125043058,29.2905731,0.732808816,68.73046933,387.267921,16.43925056,18.72252225,427.358546,402.2108169,0.308126852,21.63656614,2.326872358,0.248268253,1.528671482
2013-12-09 09:58:00,ch01,2,shade,high,Dec,ambient,shade-high,2-ch01-shade-high,H4,10,4893,21,0,17.87855225,0.193676579,200.5528053,2.143214012,1.159873481,23.71801758,6,1.420000017,1,2.840000033,20.83203316,23.71801758,19.1938839,399.4459839,362.1478577,13.55178642,17.76080894,55.12679672,72.2485199,300.0908813,950.3114624,223.5871277,100.4877777,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500151469,0.002143214,296.8680176,293.9820332,152.0498306,0.302249731,2.944617702,29.30324234,11.54243339,22.27502537,2.69834221,0.181311841,1.784744221,0.913597988,0.114369506,20.15310572,0.553787082,62.23645486,353.6492502,10.47992828,11.26837572,404.933557,368.6962005,0.241892772,17.00889545,4.576858442,0.118127984,1.607144989
2013-12-09 09:59:00,ch01,2,shade,high,Dec,ambient,shade-high,2-ch01-shade-high,H4,11,4973.5,21,0,17.93550339,0.201475826,205.5918656,2.195426833,1.144880021,23.75841331,6,1.420000017,1,2.840000033,21.42043304,23.75841331,20.53732872,399.3702087,361.9246216,13.67146873,17.98168945,53.63947678,70.55046082,300.1167908,950.5422974,233.3254089,100.485878,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500194651,0.002195427,296.9084133,294.570433,152.0867642,0.346620226,2.951785873,29.37513143,11.39344198,22.58942318,2.750407113,0.188129506,1.806905852,0.94350126,0.118711359,20.65907912,0.568051614,62.90492914,353.3989423,10.39241536,11.27040588,404.9058666,368.5518057,0.22965469,17.32367162,4.836678051,0.12143184,1.607055229
2013-12-09 10:01:00,ch01,2,shade,high,Dec,ambient,shade-high,2-ch01-shade-high,H4,12,5054,21,0,18.03090279,0.203762851,206.1566139,2.233343222,1.152139749,23.90213585,6,1.420000017,1,2.840000033,21.90577126,23.90213585,21.14842224,399.3912048,361.7233582,13.78080082,18.16522408,52.48534775,69.18379211,300.0769653,950.9630127,261.3084717,100.4817429,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500128276,0.002233343,297.0521358,295.0557713,152.1540786,0.371848228,2.977413124,29.63138416,11.46616009,22.90395355,2.803371454,0.190122071,1.825273375,0.978098079,0.119980902,20.71497586,0.56992895,63.01049473,353.1523305,10.31783806,11.64678639,404.9720439,368.4157122,0.245183881,17.36016358,4.555360441,0.121233394,1.607171394
2013-12-09 10:02:00,ch01,2,shade,high,Dec,ambient,shade-high,2-ch01-shade-high,H4,13,5134.5,21,0,18.09340339,0.205485416,206.5420094,2.238263495,1.145493974,23.93312263,6,1.420000017,1,2.840000033,21.91727066,23.93312263,21.13184357,399.206543,361.4091492,13.89354706,18.28736496,52.87542725,69.59721375,300.0577087,951.135376,229.2925415,100.477562,0.279922485,0.029644966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500096181,0.002238263,297.0831226,295.0672707,152.1816568,0.366942556,2.98296382,29.68786027,11.40049531,22.92519665,2.806980567,0.191620876,1.837469846,0.969510721,0.12093602,20.75283755,0.571490816,63.30969605,352.8084117,10.27838165,11.88841454,404.8310827,368.1414869,0.256005398,17.38842761,4.379952596,0.121152625,1.60774449
2013-12-09 09:36:00,ch01,2,shade,low,Dec,ambient,shade-low,2-ch01-shade-low,H4,5,3612,21,0,11.84854567,0.120435229,207.5583277,1.200752695,1.01884242,23.88595963,6,1.420000017,1,2.840000033,24.09692955,23.88595963,24.05251884,400.0923767,375.5031128,17.10609436,19.45994759,57.06703949,64.91964722,300.1171265,325.8558655,150.9945068,100.4975281,-0.146133423,-0.041882515,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500195211,0.001200753,297.0359596,297.2469296,52.13693731,0.018614378,2.974519049,29.59793247,10.13798488,23.99144459,2.993435639,0.115535732,1.955676629,1.03775901,0.072634598,20.85909886,0.552747289,66.31483713,369.8708816,16.57759673,13.01443435,407.0555066,382.9554049,0.202207091,17.40708434,3.589674743,0.181644685,1.601002285
2013-12-09 09:38:00,ch01,2,shade,low,Dec,ambient,shade-low,2-ch01-shade-low,H4,6,3692.5,21,0,11.98190104,0.123672677,209.7417629,1.227209541,1.015100709,23.88269234,6,1.420000017,1,2.840000033,24.10107994,23.88269234,24.05142975,400.2294617,375.3540649,17.08624077,19.49188232,56.98509979,65.00826263,300.1167603,325.7850037,150.5019226,100.4948654,-0.146133423,-0.041882515,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.5001946,0.00122721,297.0326923,297.2510799,52.12559942,0.005631537,2.9739348,29.59290296,10.10102063,23.99188614,2.993515043,0.118511874,1.958834091,1.034680952,0.07451692,21.07797024,0.558783779,66.46815946,369.658443,16.45745421,10.75429111,407.1867526,382.8158667,0.130652577,17.5379006,5.617360682,0.181991695,1.600353198
2014-02-24 10:54:00,ch01,4,sun,high,Feb,ambient,sun-high,4-ch01-sun-high,R1,89,5504,21,0,12.54601262,0.116107563,207.168549,1.731539918,1.546101423,22.88110034,6,1.420000017,1,2.840000033,18.4999307,22.88110034,16.87970225,420.0424906,393.5269775,8.904967308,12.33318074,42.34280396,58.64373398,299.3135376,1449.157633,6.431488355,101.6276423,-6.419523716,0.275840729,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498855896,0.00173154,296.0311003,291.6499307,231.8652162,1.278446333,2.799493507,27.54657529,15.21339454,20.69051552,2.448856061,0.111547126,1.253392084,1.195463978,0.070112822,21.05405128,0.526440573,45.86178948,387.563204,15.77796187,10.71339333,423.8165633,398.4410227,0.146480377,16.89552727,4.993757533,0.151483807,1.537477194
2014-01-28 12:31:00,ch01,3,sun,high,Jan,ambient,sun-high,3-ch01-sun-high,H2,6,2331.5,21,0,15.63625715,0.141960698,194.6661566,2.455403084,1.795336317,26.93997192,6,1.420000017,1,2.840000033,22.74968719,26.93997192,20.75634766,420.022522,386.8315735,12.61816406,17.44602776,46.12675095,63.7754097,299.8302612,1698.718872,9.401272774,101.5259247,0.114180505,0.136525333,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499717102,0.002455403,300.0899719,295.8996872,271.7950135,1.367394792,3.566560417,35.12955364,17.68352588,24.84482956,3.150380641,0.135202446,1.7712241,1.379156541,0.085083794,19.76366155,0.503232337,50.76408193,379.3988457,11.91637752,9.480916007,425.3901649,393.700076,0.171513614,16.19967971,5.354276758,0.125538417,1.544165262
2013-12-09 10:27:00,ch01,2,sun,high,Dec,ambient,sun-high,2-ch01-sun-high,H4,16,6652.5,21,0,17.60791339,0.176502587,189.5224209,1.957987585,1.154643074,24.02958107,6,1.420000017,1,2.840000033,21.0382843,24.02958107,19.39448547,399.4226074,362.7949524,14.53669643,18.37976646,58.34752655,73.77288055,300.0726318,949.0914307,343.0157166,100.4178925,0.551315308,0.002163887,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500121053,0.001957988,297.1795811,294.1882843,151.8546255,0.381788127,3.000300486,29.87814634,11.49837987,22.53393269,2.741154401,0.16617501,1.845657412,0.895496989,0.104740368,19.03144208,0.522395418,62.87168765,354.4249937,10.64411041,10.09127354,405.3145419,369.5878915,0.219236052,16.31674267,4.974754823,0.111697165,1.607179486
2013-12-09 10:29:00,ch01,2,sun,high,Dec,ambient,sun-high,2-ch01-sun-high,H4,17,6733,21,0,17.80159232,0.181735807,192.0605511,1.947764952,1.117596143,23.84527206,6,1.420000017,1,2.840000033,20.75784683,23.84527206,19.09527016,399.3988342,362.3872986,14.59685421,18.42028236,59.60595322,75.21884155,300.0270691,949.0690308,352.6421204,100.4140091,0.551315308,0.002163887,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500045115,0.001947765,296.9952721,293.9078468,151.8510415,0.375444089,2.967250544,29.55016506,11.1298827,22.30155945,2.70270273,0.170805697,1.849654401,0.853048329,0.107684551,19.28556992,0.529986983,63.73095395,353.9252742,10.5012986,11.51369306,405.3151605,369.1878429,0.280673699,16.46705124,3.927372761,0.112328527,1.606288782
2013-12-09 10:30:00,ch01,2,sun,high,Dec,ambient,sun-high,2-ch01-sun-high,H4,18,6813.5,21,0,17.95068072,0.186830035,194.7240414,1.942883473,1.086363597,23.67743492,6,1.420000017,1,2.840000033,20.52121544,23.67743492,18.87631416,399.3146667,362.004303,14.620327,18.43470001,60.57763672,76.38204956,299.9812012,949.4365845,370.7043762,100.4121628,0.551315308,0.002163887,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499968669,0.001942883,296.8274349,293.6712154,151.9098501,0.370561768,2.937431695,29.25374391,10.8190439,22.09932518,2.669623291,0.175298016,1.851068098,0.818555193,0.110542091,19.55266214,0.537905323,64.45171904,353.4714091,10.37985772,10.83049595,405.2393992,368.8030771,0.240479081,16.6284562,4.621695565,0.113333581,1.605794213
2014-02-24 10:18:00,ch01,4,shade,high,Feb,ambient,shade-high,4-ch01-shade-high,R1,53,3335.5,21,0,16.52650151,0.170925083,216.3093529,2.219509717,1.372704764,21.9860719,6,1.420000017,1,2.840000033,18.43669065,21.9860719,17.20684242,420.3994242,385.5574747,8.181758562,12.57472356,39.07697678,60.05825806,299.3331299,1449.393392,134.4608231,101.6761093,-6.089506626,0.304410905,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.49888855,0.00221951,295.1360719,291.5866906,231.9029375,1.134892777,2.651253729,26.07548369,13.50076013,20.21138127,2.377506744,0.161221943,1.278548965,1.098957779,0.101592757,21.99349342,0.561029972,50.20116359,377.7015675,12.36597601,11.97591092,423.867405,390.4674956,0.226441149,17.37806355,4.256108538,0.122402456,1.531742067
2014-02-24 10:20:00,ch01,4,shade,high,Feb,ambient,shade-high,4-ch01-shade-high,R1,61,3459.5,21,0,16.61878427,0.175080328,218.9539426,2.265836583,1.369802495,22.03063774,6,1.420000017,1,2.840000033,18.44590187,22.03063774,17.20641772,420.4907328,385.4328613,8.191141764,12.6747961,39.09749603,60.49861908,299.3697713,1448.95166,110.5815201,101.671641,-6.089506626,0.304410905,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498949619,0.002265837,295.1806377,291.5959019,231.8322604,1.10498005,2.6584698,26.14760426,13.47280816,20.23826981,2.381462168,0.164913689,1.288667304,1.092794864,0.103938666,22.26140587,0.568072873,50.50529574,377.5330872,12.28498228,9.614247388,423.9634778,390.3808591,0.152715787,17.53260109,6.345429772,0.123533836,1.531338448
2014-02-24 09:50:00,ch01,4,shade,low,Feb,ambient,shade-low,4-ch01-shade-low,R1,7,1655,21,0,10.07054262,0.081813233,193.0845343,0.718694962,0.898842082,22.1571153,6,1.420000017,1,2.840000033,20.73936399,22.1571153,19.79919561,419.927948,399.1702474,16.09345499,17.50859896,66.62095133,72.47903188,299.380778,374.4501444,147.5661723,101.6758753,-4.975767612,0.327713937,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.498967963,0.000718695,295.3071153,293.889364,59.91202177,0.149819967,2.679044195,26.34886758,8.840268621,21.44823965,2.56553622,0.079522193,1.780202112,0.785334108,0.04990225,19.63203913,0.483715182,66.65787319,394.3831937,20.91185279,9.816064634,426.7965795,406.2837059,0.115852608,15.90381926,4.994811353,0.168906338,1.522045578
